Vendedor,Doc,Fecha,Nombres,CódigoInventario,Unidades,Unitario Venta,Ventas,Costo Unitario,Total Costo,Margen,PorMargen
,FV R 12045,18/09/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"24,369.75","24,369.75","16,551.57","16,551.57","7,818.18",0.32
,FV R 12049,18/09/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"21,932.77","21,932.77","16,551.57","16,551.57","5,381.21",0.25
,FV R 12051,18/09/2020,Cliente General,10015299 KIT RETENES,1.00,"10,084.03","10,084.03","6,482.48","6,482.48","3,601.55",0.36
,FV R 12055,18/09/2020,Cliente General,10016818 RODAMIENTO BOLAS EJE CLUTCH,1.00,"7,563.03","7,563.03","5,848.59","5,848.59","1,714.43",0.23
,FV R 12051,18/09/2020,Cliente General,10040528 PORTA RESORTE CLUTCH,1.00,"22,689.08","22,689.08","15,960.99","15,960.99","6,728.08",0.30
,FV R 12051,18/09/2020,Cliente General,10040529 MANZANA CLUTCH,1.00,"25,630.25","25,630.25","15,735.22","15,735.22","9,895.04",0.39
,FV R 12055,18/09/2020,Cliente General,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,1.00,"11,344.54","11,344.54","7,430.72","7,430.72","3,913.82",0.34
,FV R 12055,18/09/2020,Cliente General,10040566 FILTRO ACEITE,1.00,"5,042.02","5,042.02","3,259.25","3,259.25","1,782.76",0.35
,FV R 12045,18/09/2020,Cliente General,10040848 ANTIVIBRANTE,2.00,"3,193.28","6,386.55","2,655.28","5,310.56","1,075.99",0.17
,FV R 12055,18/09/2020,Cliente General,10042107 PASTAS FRENO TRAS,1.00,"18,487.39","18,487.39","14,534.01","14,534.01","3,953.38",0.21
,FV R 12046,18/09/2020,Cliente General,10042270 GATO LATERAL,1.00,"14,369.75","14,369.75","10,191.10","10,191.10","4,178.64",0.29
,FV R 12045,18/09/2020,Cliente General,10042296 EMPAQUE CARCASA CLUTCH,1.00,"6,302.52","6,302.52","4,021.02","4,021.02","2,281.50",0.36
,FV R 12049,18/09/2020,Cliente General,10042296 EMPAQUE CARCASA CLUTCH,1.00,"5,672.27","5,672.27","4,021.02","4,021.02","1,651.25",0.29
,FV R 12055,18/09/2020,Cliente General,10042695 CADENILLA DIST 24X94L,1.00,"11,764.71","11,764.71","9,383.28","9,383.28","2,381.43",0.20
,FV R 12051,18/09/2020,Cliente General,10043094 LEVA PLATINA EJE CAMBIOS,1.00,"7,142.86","7,142.86","4,695.45","4,695.45","2,447.40",0.34
,FV R 12049,18/09/2020,Cliente General,10043244 LEVA CLUTCH,1.00,"10,210.08","10,210.08","7,106.04","7,106.04","3,104.04",0.30
,FV R 12055,18/09/2020,Cliente General,10043425 BAJ CABLE VELOCIMETRO,1.00,"15,126.05","15,126.05","11,412.73","11,412.73","3,713.32",0.25
,FV R 12055,18/09/2020,Cliente General,10044386 TAPON FILTRO ACEITE,1.00,"4,705.88","4,705.88","4,766.00","4,766.00",-60.12,-0.01
,FV R 12055,18/09/2020,Cliente General,10044773 CABLE CLUTCH,1.00,"19,747.90","19,747.90","16,499.15","16,499.15","3,248.75",0.16
,FV R 12055,18/09/2020,Cliente General,10045595 CABLE CLUTCH,1.00,"25,630.25","25,630.25","20,307.00","20,307.00","5,323.25",0.21
,FV R 12049,18/09/2020,Cliente General,10049094 CABLE CLUCTH,1.00,"21,554.62","21,554.62","16,446.00","16,446.00","5,108.62",0.24
,FV R 12048,18/09/2020,ANGIE PAOLA ARIAS RICARDO,10050003 KYM BANDA FRENO,1.00,"36,134.45","36,134.45","32,600.00","32,600.00","3,534.45",0.10
,FV R 12055,18/09/2020,Cliente General,11012401 KYM ESPEJO IZQUIERDO  NEGRO- TUERCA,1.00,"26,050.42","26,050.42","18,720.29","18,720.29","7,330.13",0.28
,FV R 12048,18/09/2020,ANGIE PAOLA ARIAS RICARDO,11025524 ELEMENTRO FILTRO AIRE,1.00,"30,672.27","30,672.27","21,441.26","21,441.26","9,231.01",0.30
,FV R 12048,18/09/2020,ANGIE PAOLA ARIAS RICARDO,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"33,000.00","33,000.00",0.00,0.00,"33,000.00",1.00
,FV R 12048,18/09/2020,ANGIE PAOLA ARIAS RICARDO,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,526.28","14,526.28","3,473.72",0.19
,FV R 12049,18/09/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"17,000.00","17,000.00","14,526.28","14,526.28","2,473.72",0.15
,FV R 12055,18/09/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,2.00,"18,000.00","36,000.00","14,526.28","29,052.56","6,947.44",0.19
,FV R 12055,18/09/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,3.00,"16,000.00","48,000.00","14,526.28","43,578.84","4,421.16",0.09
,FV R 12057,19/09/2020,Cliente General,0239110004 BATERIA AGM YB5L-B GRIZZLY POWER MAX,1.00,"57,983.19","57,983.19","37,206.96","37,206.96","20,776.24",0.36
,FV R 12057,19/09/2020,Cliente General,0267011719 300-17 6L LLANTA SECURA M86 TT,1.00,"75,630.25","75,630.25","54,340.00","54,340.00","21,290.25",0.28
,FV R 12050,19/09/2020,Cliente General,10015081 KIT VALVULAS,1.00,"31,512.61","31,512.61","26,355.70","26,355.70","5,156.90",0.16
,FV R 12050,19/09/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"21,008.40","21,008.40","16,551.57","16,551.57","4,456.84",0.21
,FV R 12050,19/09/2020,Cliente General,10016641 RODAMIENTO BOLAS CIGUENAL 6304,2.00,"11,428.57","22,857.14","9,571.03","19,142.05","3,715.09",0.16
,FV R 12057,19/09/2020,Cliente General,10016641 RODAMIENTO BOLAS CIGUENAL 6304,2.00,"13,445.38","26,890.76","9,571.03","19,142.05","7,748.70",0.29
,FV R 12050,19/09/2020,Cliente General,10016736 RETEN VALVULA,2.00,"2,521.01","5,042.02","1,866.45","3,732.91","1,309.11",0.26
,FV R 12057,19/09/2020,Cliente General,10040422 BOMBILLO FAROLA 12V 35/35W,1.00,"8,403.36","8,403.36","5,699.90","5,699.90","2,703.46",0.32
,FV R 12050,19/09/2020,Cliente General,10043130 CILINDRO COMPLETO,1.00,"96,638.66","96,638.66","79,212.07","79,212.07","17,426.59",0.18
,FV R 12057,19/09/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,526.28","14,526.28","3,473.72",0.19
,FV R 12058,21/09/2020,Cliente General,0267011203 120/70-12 ZOOM MAX TL CEAT,1.00,"67,226.89","67,226.89","63,976.80","63,976.80","3,250.09",0.05
,FV R 12058,21/09/2020,Cliente General,0267011708 130/70-17 ZOOM XL TL CEAT,1.00,"110,924.37","110,924.37","79,771.03","79,771.03","31,153.34",0.28
,FV R 12058,21/09/2020,Cliente General,10002598 RODAMIENTO BOLAS CAMP DEL_6201,1.00,"4,537.82","4,537.82","8,401.97","8,401.97","-3,864.15",-0.85
,FV R 12058,21/09/2020,Cliente General,10012885 FILTRO AIRE,1.00,"7,983.19","7,983.19","5,540.46","5,540.46","2,442.74",0.31
,FV R 12058,21/09/2020,Cliente General,10012919 BANDA FRENO DEL Y TRAS,1.00,"11,764.71","11,764.71","8,383.47","8,383.47","3,381.24",0.29
,FV R 12058,21/09/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"24,369.75","24,369.75","16,551.57","16,551.57","7,818.18",0.32
,FV R 12058,21/09/2020,Cliente General,10016087 RODAMIENTO BOLAS 6003,1.00,"4,537.82","4,537.82","6,761.00","6,761.00","-2,223.18",-0.49
,FV R 12058,21/09/2020,Cliente General,10016818 RODAMIENTO BOLAS EJE CLUTCH,1.00,"8,823.53","8,823.53","5,848.59","5,848.59","2,974.94",0.34
,FV R 12058,21/09/2020,Cliente General,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,1.00,"9,663.87","9,663.87","7,430.72","7,430.72","2,233.15",0.23
,FV R 12058,21/09/2020,Cliente General,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,1.00,"10,504.20","10,504.20","7,430.72","7,430.72","3,073.48",0.29
,FV R 12058,21/09/2020,Cliente General,10040556 AGUJA FLOTA CARBURADOR,1.00,"15,966.39","15,966.39","15,448.18","15,448.18",518.20,0.03
,FV R 12058,21/09/2020,Cliente General,10042275 RETEN TELESC,2.00,"7,563.03","15,126.05","5,850.35","11,700.70","3,425.35",0.23
,FV R 12058,21/09/2020,Cliente General,10042296 EMPAQUE CARCASA CLUTCH,1.00,"6,302.52","6,302.52","4,021.02","4,021.02","2,281.50",0.36
,FV R 12058,21/09/2020,Cliente General,10043161 BAJ PORTA SPROCKET,1.00,"26,470.59","26,470.59","22,544.44","22,544.44","3,926.15",0.15
,FV R 12058,21/09/2020,Cliente General,10044361 TENSOR CADENILLA,1.00,"23,949.58","23,949.58","19,702.83","19,702.83","4,246.75",0.18
,FV R 12059,21/09/2020,Cliente General,10045595 CABLE CLUTCH,1.00,"24,369.75","24,369.75","20,307.00","20,307.00","4,062.75",0.17
,FV R 12058,21/09/2020,Cliente General,11009979 KIT ARRASTRE 14_39T_520H_108_6H,1.00,"42,857.14","42,857.14","29,353.00","29,353.00","13,504.14",0.32
,FV R 12058,21/09/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,526.28","14,526.28","3,473.72",0.19
,FV R 12058,21/09/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,8.00,"16,000.00","128,000.00","14,526.28","116,210.23","11,789.77",0.09
,FV R 12082,22/09/2020,Cliente General,0239110001 BATERIA AGM YB.5L-C GRIZZLY POWER MAX,1.00,"29,411.76","29,411.76","22,661.34","22,661.34","6,750.42",0.23
,FV R 12082,22/09/2020,Cliente General,0267011719 300-17 6L LLANTA SECURA M86 TT,1.00,"75,630.25","75,630.25","54,340.00","54,340.00","21,290.25",0.28
,FV R 12082,22/09/2020,Cliente General,10012590 BANDA FRENO TRAS CON ASBESTO,1.00,"10,000.00","10,000.00","9,532.33","9,532.33",467.67,0.05
,FV R 12082,22/09/2020,Cliente General,10012590 BANDA FRENO TRAS CON ASBESTO,1.00,"13,445.38","13,445.38","9,532.33","9,532.33","3,913.05",0.29
,FV R 12082,22/09/2020,Cliente General,10012919 BANDA FRENO DEL Y TRAS,1.00,"7,142.86","7,142.86","8,383.47","8,383.47","-1,240.61",-0.17
,FV R 12082,22/09/2020,Cliente General,10015416 KIT SPROCKET Y CADENA,1.00,"161,344.54","161,344.54","116,058.00","116,058.00","45,286.54",0.28
,FV R 12082,22/09/2020,Cliente General,10015422 KIT PINES REPOSAPIE PASAJERO,4.00,"5,882.35","23,529.41","4,494.00","17,976.00","5,553.41",0.24
,FV R 12082,22/09/2020,Cliente General,10016736 RETEN VALVULA,4.00,"2,100.84","8,403.36","1,866.45","7,465.81",937.55,0.11
,FV R 12082,22/09/2020,Cliente General,10040422 BOMBILLO FAROLA 12V 35/35W,1.00,"7,142.86","7,142.86","5,699.90","5,699.90","1,442.96",0.20
,FV R 12082,22/09/2020,Cliente General,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,1.00,"9,663.87","9,663.87","7,430.72","7,430.72","2,233.15",0.23
,FV R 12082,22/09/2020,Cliente General,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,1.00,"11,344.54","11,344.54","7,430.72","7,430.72","3,913.82",0.34
,FV R 12082,22/09/2020,Cliente General,10040566 FILTRO ACEITE,1.00,"4,285.71","4,285.71","3,259.25","3,259.25","1,026.46",0.24
,FV R 12082,22/09/2020,Cliente General,10041327 AGUJA PASO GASOL,1.00,"27,731.09","27,731.09","20,663.33","20,663.33","7,067.76",0.25
,FV R 12082,22/09/2020,Cliente General,10041644 PASTAS FRENO DELANTERA,1.00,"10,924.37","10,924.37","8,850.00","8,850.00","2,074.37",0.19
,FV R 12082,22/09/2020,Cliente General,10044452 FILTRO AIRE,1.00,"6,722.69","6,722.69","4,841.23","4,841.23","1,881.46",0.28
,FV R 12082,22/09/2020,Cliente General,10045244 CAUCHO CAMPANA,1.00,"18,235.29","18,235.29","13,952.24","13,952.24","4,283.06",0.23
,FV R 12082,22/09/2020,Cliente General,10045244 CAUCHO CAMPANA,1.00,"19,075.63","19,075.63","13,952.24","13,952.24","5,123.39",0.27
,FV R 12082,22/09/2020,Cliente General,10045339 FILTRO ACEITE,1.00,"10,714.29","10,714.29","8,650.18","8,650.18","2,064.10",0.19
,FV R 12082,22/09/2020,Cliente General,10045733 COMANDO LUCES IZQUIERDO,1.00,"63,025.21","63,025.21","61,438.50","61,438.50","1,586.71",0.03
,FV R 12082,22/09/2020,Cliente General,10046990 RODAMIENTO BOLAS,1.00,"11,764.71","11,764.71","9,699.55","9,699.55","2,065.16",0.18
,FV R 12082,22/09/2020,Cliente General,11009974 KIT ARRASTRE 15_43_428H_130_4H,1.00,"38,571.43","38,571.43","32,396.00","32,396.00","6,175.43",0.16
,FV R 12082,22/09/2020,Cliente General,11009979 KIT ARRASTRE 14_39T_520H_108_6H,1.00,"47,899.16","47,899.16","29,353.00","29,353.00","18,546.16",0.39
,FV R 12054,22/09/2020,AUTOTECNICA COLOMBIANA S.A.S AUTECO,20000221 LIQ FRENOS DOT 4 120CC X12,1.00,"5,042.02","5,042.02","2,956.97","2,956.97","2,085.05",0.41
,FV R 12082,22/09/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,3.00,"16,000.00","48,000.00","14,526.28","43,578.84","4,421.16",0.09
,FV R 12082,22/09/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,4.00,"18,000.00","72,000.00","14,526.28","58,105.12","13,894.88",0.19
,FV R 12061,23/09/2020,Cliente General,10012602 BUJE BRAZO OSCILANTE,2.00,"7,983.19","15,966.39","5,952.63","11,905.25","4,061.14",0.25
,FV R 12083,23/09/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"23,529.41","23,529.41","16,551.57","16,551.57","6,977.85",0.30
,FV R 12070,23/09/2020,LARA BARRETO LILI ALEXIS,10015236 KIT GUIAS CADENILLA,1.00,"22,689.08","22,689.08","9,304.50","9,304.50","13,384.58",0.59
,FV R 12070,23/09/2020,LARA BARRETO LILI ALEXIS,10015262 KIT EMPAQUES,1.00,"18,487.39","18,487.39","24,198.60","24,198.60","-5,711.21",-0.31
,FV R 12070,23/09/2020,LARA BARRETO LILI ALEXIS,10040934 BUJIA,1.00,"10,084.03","10,084.03","7,271.33","7,271.33","2,812.70",0.28
,FV R 12083,23/09/2020,Cliente General,10042346 CABLE ACELERADOR,1.00,"17,647.06","17,647.06","11,742.05","11,742.05","5,905.01",0.33
,FV R 12070,23/09/2020,LARA BARRETO LILI ALEXIS,10042695 CADENILLA DIST 24X94L,1.00,"11,764.71","11,764.71","9,383.28","9,383.28","2,381.43",0.20
,FV R 12070,23/09/2020,LARA BARRETO LILI ALEXIS,10043330 FILTRO AIRE,1.00,"11,764.71","11,764.71","6,524.82","6,524.82","5,239.89",0.45
,FV R 12060,23/09/2020,Cliente General,10044867 CABLE ACELERADOR,1.00,"12,605.04","12,605.04","11,325.00","11,325.00","1,280.04",0.10
,FV R 12083,23/09/2020,Cliente General,10049094 CABLE CLUCTH,1.00,"21,848.74","21,848.74","16,446.00","16,446.00","5,402.74",0.25
,FV R 12062,23/09/2020,DAZA PACHECO JUAN CARLOS,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"9,243.00","9,243.00",0.00,0.00,"9,243.00",1.00
,FV R 12063,23/09/2020,GIRALDO MONTENEGRO JUSTINA EMILIA,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"9,243.00","9,243.00",0.00,0.00,"9,243.00",1.00
,FV R 12064,23/09/2020,AREVALO HERNANDEZ ANIBAL ALFREDO,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"9,243.00","9,243.00",0.00,0.00,"9,243.00",1.00
,FV R 12065,23/09/2020,GONZALEZ HINCAPIE EDINSON,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"9,243.00","9,243.00",0.00,0.00,"9,243.00",1.00
,FV R 12066,23/09/2020,LOPEZ HENRIQUEZ EDGAR ALONSO,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"9,243.00","9,243.00",0.00,0.00,"9,243.00",1.00
,FV R 12067,23/09/2020,PACHECO HERNANDEZ MARICUZA,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"8,403.00","8,403.00",0.00,0.00,"8,403.00",1.00
,FV  495,23/09/2020,LLANES PADILLA VIANETH FERNANDA,20002231 MANUBRIO NEGRO,1.00,"32,352.94","32,352.94","23,251.00","23,251.00","9,101.94",0.28
,FV R 12062,23/09/2020,DAZA PACHECO JUAN CARLOS,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,526.28","14,526.28","3,473.72",0.19
,FV R 12063,23/09/2020,GIRALDO MONTENEGRO JUSTINA EMILIA,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"16,000.00","16,000.00","14,526.28","14,526.28","1,473.72",0.09
,FV R 12064,23/09/2020,AREVALO HERNANDEZ ANIBAL ALFREDO,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,526.28","14,526.28","3,473.72",0.19
,FV R 12065,23/09/2020,GONZALEZ HINCAPIE EDINSON,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,526.28","14,526.28","3,473.72",0.19
,FV R 12066,23/09/2020,LOPEZ HENRIQUEZ EDGAR ALONSO,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,526.28","14,526.28","3,473.72",0.19
,FV R 12083,23/09/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,2.00,"18,000.00","36,000.00","14,526.28","29,052.56","6,947.44",0.19
,FV R 12069,23/09/2020,YURIS NEY UPARELA FUENTES,T000009 SINCRONIZADA ( CARB FILTRO DE AIRE BUJÍA CALIB RAR VÁLVULAS),1.00,"50,420.00","50,420.00",0.00,0.00,"50,420.00",1.00
,FV R 12070,23/09/2020,LARA BARRETO LILI ALEXIS,T000009 SINCRONIZADA ( CARB FILTRO DE AIRE BUJÍA CALIB RAR VÁLVULAS),1.00,"84,033.00","84,033.00",0.00,0.00,"84,033.00",1.00
,FV R 12068,23/09/2020,MENDOZA MARIA ALEJANDRA,T012007 CAMBIO DE KIT DE ARRASTRE,1.00,"8,403.00","8,403.00",0.00,0.00,"8,403.00",1.00
,FV  495,23/09/2020,LLANES PADILLA VIANETH FERNANDA,T016002 CAMBIO MANUBRIO,1.00,"8,403.00","8,403.00",0.00,0.00,"8,403.00",1.00
,FV R 12084,24/09/2020,Cliente General,0239110006 BATERIA AGM YTX7A-BS GRIZZLY POWER MAX,1.00,"64,705.88","64,705.88","48,363.76","48,363.76","16,342.12",0.25
,FV R 12084,24/09/2020,Cliente General,10015133 KIT EMP CILINDRO Y CULATA,1.00,"7,142.86","7,142.86","5,938.90","5,938.90","1,203.96",0.17
,FV R 12084,24/09/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"20,756.30","20,756.30","16,551.57","16,551.57","4,204.74",0.20
,FV R 12084,24/09/2020,Cliente General,10015287 KIT BIELA BOXER- PLATINO,1.00,"34,285.71","34,285.71","29,409.79","29,409.79","4,875.92",0.14
,FV R 12084,24/09/2020,Cliente General,10016641 RODAMIENTO BOLAS CIGUENAL 6304,2.00,"11,428.57","22,857.14","9,571.03","19,142.05","3,715.09",0.16
,FV R 12084,24/09/2020,Cliente General,10016818 RODAMIENTO BOLAS EJE CLUTCH,1.00,"6,386.55","6,386.55","5,848.59","5,848.59",537.96,0.08
,FV R 12084,24/09/2020,Cliente General,10040556 AGUJA FLOTA CARBURADOR,1.00,"21,848.74","21,848.74","15,448.18","15,448.18","6,400.56",0.29
,FV R 12084,24/09/2020,Cliente General,10042275 RETEN TELESC,2.00,"8,403.36","16,806.72","5,850.35","11,700.70","5,106.02",0.30
,FV R 12084,24/09/2020,Cliente General,10046194 CABLE CLUTCH,1.00,"15,966.39","15,966.39","14,610.00","14,610.00","1,356.39",0.08
,FV R 12084,24/09/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"16,000.00","16,000.00","14,526.28","14,526.28","1,473.72",0.09
,FV R 12085,25/09/2020,Cliente General,0239110001 BATERIA AGM YB.5L-C GRIZZLY POWER MAX,1.00,"32,773.11","32,773.11","22,661.34","22,661.34","10,111.77",0.31
,FV R 12085,25/09/2020,Cliente General,10012996 BAJ BOMBILLO STOP 12V_10/5W,2.00,"5,882.35","11,764.71","4,021.00","8,042.00","3,722.71",0.32
,FV R 12085,25/09/2020,Cliente General,10016087 RODAMIENTO BOLAS 6003,1.00,"11,722.69","11,722.69","6,761.00","6,761.00","4,961.69",0.42
,FV R 12085,25/09/2020,Cliente General,10016089 CANASTILLA EJE CLUTCH,1.00,"5,588.24","5,588.24","3,912.90","3,912.90","1,675.34",0.30
,FV R 12085,25/09/2020,Cliente General,10016656 RODAMIENTO BOLAS 6002C3,1.00,"4,537.82","4,537.82","5,408.00","5,408.00",-870.18,-0.19
,FV R 12085,25/09/2020,Cliente General,10042275 RETEN TELESC,2.00,"8,823.53","17,647.06","5,850.35","11,700.70","5,946.36",0.34
,FV R 12085,25/09/2020,Cliente General,10045260 SENSOR TEMPERATURA,1.00,"34,453.78","34,453.78","25,698.88","25,698.88","8,754.91",0.25
,FV R 12085,25/09/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,526.28","14,526.28","3,473.72",0.19
,FV R 12086,26/09/2020,Cliente General,0239110001 BATERIA AGM YB.5L-C GRIZZLY POWER MAX,1.00,"32,773.11","32,773.11","22,661.34","22,661.34","10,111.77",0.31
,FV R 12086,26/09/2020,Cliente General,0267011719 300-17 6L LLANTA SECURA M86 TT,2.00,"75,630.25","151,260.50","54,340.00","108,680.00","42,580.50",0.28
,FV R 12086,26/09/2020,Cliente General,10012909 CAUCHO CAMPANA,1.00,"12,436.97","12,436.97","2,655.13","2,655.13","9,781.85",0.79
,FV R 12086,26/09/2020,Cliente General,10015127 ANILLOS STD,1.00,"26,890.76","26,890.76","19,169.77","19,169.77","7,720.99",0.29
,FV R 12086,26/09/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"20,714.29","20,714.29","16,551.57","16,551.57","4,162.72",0.20
,FV R 12086,26/09/2020,Cliente General,10016736 RETEN VALVULA,2.00,"5,882.35","11,764.71","1,866.45","3,732.91","8,031.80",0.68
,FV R 12086,26/09/2020,Cliente General,10016818 RODAMIENTO BOLAS EJE CLUTCH,1.00,"7,563.03","7,563.03","5,848.59","5,848.59","1,714.43",0.23
,FV R 12086,26/09/2020,Cliente General,10040422 BOMBILLO FAROLA 12V 35/35W,1.00,"8,403.36","8,403.36","5,699.90","5,699.90","2,703.46",0.32
,FV R 12086,26/09/2020,Cliente General,10040528 PORTA RESORTE CLUTCH,1.00,"21,848.74","21,848.74","15,960.99","15,960.99","5,887.75",0.27
,FV R 12086,26/09/2020,Cliente General,10042107 PASTAS FRENO TRAS,1.00,"22,268.91","22,268.91","14,534.01","14,534.01","7,734.89",0.35
,FV R 12086,26/09/2020,Cliente General,10042352 CABLE CLUTCH,1.00,"15,126.05","15,126.05","12,036.51","12,036.51","3,089.54",0.20
,FV R 12086,26/09/2020,Cliente General,"10045110 FILTRO ACEITE 
REF. JE571007-1",1.00,"12,100.84","12,100.84","8,763.82","8,763.82","3,337.02",0.28
,FV R 12086,26/09/2020,Cliente General,10045339 FILTRO ACEITE,1.00,"12,605.04","12,605.04","8,650.18","8,650.18","3,954.86",0.31
,FV R 12086,26/09/2020,Cliente General,21000353 MOB MOBIL 1 RACING 4T 10W40 1LT X CAJA,1.00,"28,000.00","28,000.00","23,416.67","23,416.67","4,583.33",0.16
,FV R 12086,26/09/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"16,000.00","16,000.00","14,526.28","14,526.28","1,473.72",0.09
,FV R 12093,28/09/2020,TURISMO MAGDALENA SAS,0239110001 BATERIA AGM YB.5L-C GRIZZLY POWER MAX,1.00,"29,411.76","29,411.76","22,661.34","22,661.34","6,750.42",0.23
,FV R 12077,28/09/2020,RIVERA JULIO CAROLINA ISABEL,0239110015 BATERIA AGM YTZ5S-BS GRIZZLY POWER MAX,1.00,"50,840.34","50,840.34","32,850.00","32,850.00","17,990.34",0.35
,FV R 12072,28/09/2020,DIAZ DAZA MARTHA PATRICIA,0267011203 120/70-12 ZOOM MAX TL CEAT,1.00,"93,697.48","93,697.48","63,976.80","63,976.80","29,720.68",0.32
,FV R 12072,28/09/2020,DIAZ DAZA MARTHA PATRICIA,0267011204 130/70-12 ZOOM MAX TL CEAT,1.00,"99,159.66","99,159.66","65,257.87","65,257.87","33,901.80",0.34
,FV R 12093,28/09/2020,TURISMO MAGDALENA SAS,10012791 VISOR NIVEL ACEITE,1.00,"7,983.19","7,983.19","5,312.25","5,312.25","2,670.94",0.33
,FV R 12074,28/09/2020,GARCIA NIETO JUAN ARCESIO,10012885 FILTRO AIRE,1.00,"8,823.53","8,823.53","5,540.46","5,540.46","3,283.07",0.37
,FV R 12075,28/09/2020,SIERRA PEDROZA RICARDO ANDRES,10012885 FILTRO AIRE,1.00,"8,823.53","8,823.53","5,540.46","5,540.46","3,283.07",0.37
,FV R 12074,28/09/2020,GARCIA NIETO JUAN ARCESIO,10012909 CAUCHO CAMPANA,4.00,"2,941.18","11,764.71","2,655.13","10,620.52","1,144.19",0.10
,FV R 12074,28/09/2020,GARCIA NIETO JUAN ARCESIO,10012919 BANDA FRENO DEL Y TRAS,1.00,"12,184.87","12,184.87","8,383.47","8,383.47","3,801.41",0.31
,FV R 12093,28/09/2020,TURISMO MAGDALENA SAS,10012919 BANDA FRENO DEL Y TRAS,1.00,"11,596.64","11,596.64","8,383.47","8,383.47","3,213.17",0.28
,FV R 12075,28/09/2020,SIERRA PEDROZA RICARDO ANDRES,10015291 KIT ARRASTRE,1.00,"78,991.60","78,991.60","56,571.00","56,571.00","22,420.60",0.28
,FV R 12093,28/09/2020,TURISMO MAGDALENA SAS,10016818 RODAMIENTO BOLAS EJE CLUTCH,1.00,"8,823.53","8,823.53","5,848.59","5,848.59","2,974.94",0.34
,FV R 12072,28/09/2020,DIAZ DAZA MARTHA PATRICIA,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,1.00,"11,344.54","11,344.54","7,430.72","7,430.72","3,913.82",0.34
,FV R 12074,28/09/2020,GARCIA NIETO JUAN ARCESIO,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,1.00,"11,344.54","11,344.54","7,430.72","7,430.72","3,913.82",0.34
,FV R 12075,28/09/2020,SIERRA PEDROZA RICARDO ANDRES,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,1.00,"11,344.54","11,344.54","7,430.72","7,430.72","3,913.82",0.34
,FV R 12073,28/09/2020,CLAVIJO VAQUERO DORA EDILMA,10042051 AGUJA FLOTA CARBURADOR,1.00,"35,294.12","35,294.12","22,957.00","22,957.00","12,337.12",0.35
